,Date_reported,Country,y_cases,y_deaths,Cumulative_cases,Cumulative_deaths,Total_Existed,total_tests,School_closing,Workplace_closing,public_events,Stay_at_home,travel_controls,Travel_Ban_Condition,Restaurant_Restriction
263,2020-01-24,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
264,2020-01-25,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
265,2020-01-26,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
266,2020-01-27,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
267,2020-01-28,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
268,2020-01-29,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
269,2020-01-30,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
270,2020-01-31,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
271,2020-02-01,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
272,2020-02-02,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
273,2020-02-03,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
274,2020-02-04,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
275,2020-02-05,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
276,2020-02-06,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
277,2020-02-07,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
278,2020-02-08,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
279,2020-02-09,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
280,2020-02-10,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
281,2020-02-11,Brazil,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
282,2020-02-12,Brazil,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
283,2020-02-13,Brazil,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
284,2020-02-14,Brazil,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
285,2020-02-15,Brazil,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
286,2020-02-16,Brazil,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
287,2020-02-17,Brazil,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
288,2020-02-18,Brazil,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
289,2020-02-19,Brazil,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
290,2020-02-20,Brazil,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
291,2020-02-21,Brazil,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
292,2020-02-22,Brazil,18.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
293,2020-02-23,Brazil,17.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
294,2020-02-24,Brazil,23.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
295,2020-02-25,Brazil,23.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
296,2020-02-26,Brazil,31.0,0.0,5.0,0.0,1.0,1500,0,0,0,0,0,0,0
297,2020-02-27,Brazil,45.0,0.0,5.0,0.0,1.0,1499,0,0,0,0,0,0,0
298,2020-02-28,Brazil,90.0,0.0,5.0,0.0,1.0,1500,0,0,0,0,0,0,0
299,2020-02-29,Brazil,102.0,0.0,5.0,0.0,2.0,1500,0,0,0,0,0,0,0
300,2020-03-01,Brazil,102.0,0.0,6.0,0.0,2.0,1499,0,0,0,0,0,0,0
301,2020-03-02,Brazil,175.0,0.0,6.0,0.0,2.0,1500,0,0,0,0,0,0,0
302,2020-03-03,Brazil,209.0,0.0,6.0,0.0,2.0,1500,0,0,0,0,0,0,0
303,2020-03-04,Brazil,257.0,1.0,7.0,0.0,4.0,1499,0,0,0,0,0,0,0
304,2020-03-05,Brazil,372.0,4.0,11.0,0.0,4.0,1500,0,0,0,0,0,0,0
305,2020-03-06,Brazil,519.0,4.0,12.0,0.0,13.0,1499,0,0,0,0,0,0,0
306,2020-03-07,Brazil,779.0,11.0,23.0,0.0,13.0,1500,0,0,0,0,0,0,0
307,2020-03-08,Brazil,779.0,11.0,23.0,0.0,20.0,1500,0,0,0,0,0,0,0
308,2020-03-09,Brazil,700.0,11.0,29.0,0.0,25.0,1499,0,0,0,0,0,0,0
309,2020-03-10,Brazil,1963.0,46.0,29.0,0.0,31.0,1500,0,0,0,0,0,0,0
310,2020-03-11,Brazil,1906.0,45.0,38.0,0.0,38.0,1500,0,0,0,0,0,0,0
311,2020-03-12,Brazil,2005.0,53.0,56.0,0.0,52.0,1499,3,0,2,0,0,0,0
312,2020-03-13,Brazil,1812.0,53.0,102.0,0.0,151.0,1500,3,1,2,1,2,0,0
313,2020-03-14,Brazil,2011.0,66.0,125.0,0.0,151.0,1500,3,1,2,1,2,0,0
314,2020-03-15,Brazil,2513.0,81.0,125.0,0.0,162.0,1499,3,1,2,1,2,0,0
315,2020-03-16,Brazil,3000.0,103.0,204.0,0.0,199.0,1500,3,1,2,1,2,0,0
316,2020-03-17,Brazil,2055.0,90.0,238.0,0.0,319.0,1500,3,3,2,1,2,0,0
317,2020-03-18,Brazil,2378.0,113.0,295.0,1.0,370.0,1499,3,3,2,1,2,0,0
318,2020-03-19,Brazil,3284.0,144.0,428.0,4.0,619.0,1500,3,3,2,1,3,0,0
319,2020-03-20,Brazil,4403.0,184.0,621.0,4.0,791.0,1499,3,3,2,1,3,0,0
320,2020-03-21,Brazil,4995.0,222.0,904.0,11.0,1019.0,1500,3,3,2,1,3,0,0
321,2020-03-22,Brazil,5639.0,267.0,904.0,11.0,1544.0,1500,3,3,2,1,3,0,0
322,2020-03-23,Brazil,6374.0,318.0,904.0,11.0,1922.0,1499,3,3,2,1,3,1,0
323,2020-03-24,Brazil,6874.0,350.0,2201.0,46.0,2245.0,1500,3,3,2,1,3,1,0
324,2020-03-25,Brazil,7477.0,394.0,2201.0,46.0,2552.0,1500,3,3,2,1,3,1,0
325,2020-03-26,Brazil,8000.0,466.0,2433.0,57.0,2979.0,1499,3,3,2,1,3,1,0
326,2020-03-27,Brazil,9091.0,559.0,2433.0,57.0,3411.0,1500,3,3,2,1,4,1,0
327,2020-03-28,Brazil,9947.0,642.0,2915.0,77.0,3898.0,1500,3,3,2,1,4,1,0
328,2020-03-29,Brazil,10582.0,697.0,3417.0,92.0,4250.0,1499,3,3,2,1,4,1,0
329,2020-03-30,Brazil,10449.0,692.0,3904.0,114.0,4459.0,1500,3,3,2,1,4,1,0
330,2020-03-31,Brazil,11039.0,737.0,4256.0,136.0,5590.0,1500,3,3,2,1,4,1,0
331,2020-04-01,Brazil,11374.0,775.0,4579.0,159.0,6709.0,1499,3,3,2,1,4,1,0
332,2020-04-02,Brazil,11545.0,865.0,5717.0,201.0,7917.0,1500,3,3,2,1,4,1,0
333,2020-04-03,Brazil,12393.0,936.0,6836.0,241.0,8929.0,1499,3,3,2,1,4,1,0
334,2020-04-04,Brazil,12568.0,983.0,7910.0,299.0,10233.0,1500,3,3,2,1,4,1,0
335,2020-04-05,Brazil,14044.0,1085.0,9056.0,359.0,11003.0,1500,3,3,2,1,4,1,0
336,2020-04-06,Brazil,15872.0,1223.0,10278.0,432.0,12034.0,1499,3,3,2,1,4,1,0
337,2020-04-07,Brazil,16485.0,1239.0,11130.0,486.0,13907.0,1500,3,3,2,1,4,1,0
338,2020-04-08,Brazil,17151.0,1247.0,12056.0,553.0,16043.0,5345,3,3,2,1,4,1,0
339,2020-04-09,Brazil,17817.0,1209.0,13717.0,667.0,17919.0,5345,3,3,2,1,4,1,0
340,2020-04-10,Brazil,17437.0,1170.0,15927.0,800.0,19465.0,5344,3,3,2,1,4,1,0
341,2020-04-11,Brazil,19067.0,1389.0,17857.0,941.0,20554.0,5345,3,3,2,1,4,1,0
342,2020-04-12,Brazil,19313.0,1529.0,19638.0,1056.0,22019.0,5345,3,3,2,1,4,1,0
343,2020-04-13,Brazil,21910.0,1669.0,20727.0,1124.0,23257.0,5345,3,3,2,1,4,1,0
344,2020-04-14,Brazil,23234.0,1743.0,22169.0,1223.0,22216.0,5344,3,3,2,1,4,1,0
345,2020-04-15,Brazil,25920.0,1968.0,23430.0,1328.0,14294.0,5345,3,3,2,1,4,1,0
346,2020-04-16,Brazil,28807.0,2276.0,25262.0,1532.0,16399.0,5345,3,3,2,1,4,1,0
347,2020-04-17,Brazil,32405.0,2560.0,28320.0,1736.0,19656.0,5345,3,3,2,1,4,1,0
348,2020-04-18,Brazil,35888.0,2588.0,30425.0,1924.0,22632.0,5344,3,3,2,1,4,1,0
349,2020-04-19,Brazil,38594.0,2659.0,33682.0,2141.0,16524.0,5345,3,3,2,1,4,1,0
350,2020-04-20,Brazil,38050.0,2734.0,36599.0,2347.0,18613.0,5345,3,3,2,1,4,1,0
351,2020-04-21,Brazil,39259.0,2820.0,38654.0,2462.0,20088.0,9039,3,3,2,1,4,1,0
352,2020-04-22,Brazil,41279.0,2778.0,40581.0,2575.0,20439.0,9040,3,3,2,1,4,1,0
353,2020-04-23,Brazil,42829.0,2904.0,43079.0,2741.0,23463.0,9039,3,3,2,1,4,1,0
354,2020-04-24,Brazil,47056.0,3070.0,45757.0,2906.0,26388.0,9039,3,3,2,1,4,1,0
355,2020-04-25,Brazil,49726.0,3245.0,49492.0,3313.0,30164.0,9040,3,3,2,1,4,1,0
356,2020-04-26,Brazil,53739.0,3568.0,52995.0,3670.0,32948.0,9039,3,3,2,1,4,1,0
357,2020-04-27,Brazil,59380.0,3877.0,58509.0,4016.0,36304.0,9039,3,3,2,1,4,1,0
358,2020-04-28,Brazil,61552.0,4098.0,61888.0,4205.0,40691.0,9039,3,3,2,1,4,1,0
359,2020-04-29,Brazil,60551.0,4198.0,66501.0,4543.0,45553.0,9040,3,3,2,1,4,1,0
360,2020-04-30,Brazil,62874.0,4479.0,71886.0,5017.0,51252.0,9039,3,3,2,1,4,1,0
361,2020-05-01,Brazil,63756.0,4613.0,78162.0,5466.0,54163.0,9039,3,3,2,1,4,1,0
362,2020-05-02,Brazil,67812.0,4847.0,85380.0,5901.0,56163.0,9040,3,3,2,1,4,1,0
363,2020-05-03,Brazil,72895.0,4920.0,91589.0,6329.0,58835.0,9039,3,3,2,1,4,1,0
364,2020-05-04,Brazil,77203.0,5006.0,96559.0,6750.0,62805.0,9039,3,3,2,1,4,1,0
365,2020-05-05,Brazil,78381.0,4995.0,101147.0,7025.0,67234.0,9040,3,3,2,2,4,1,0
366,2020-05-06,Brazil,85889.0,5273.0,107780.0,7321.0,75241.0,9039,3,3,2,2,4,1,0
367,2020-05-07,Brazil,94039.0,5571.0,114715.0,7921.0,80423.0,9039,3,3,2,2,4,1,0
368,2020-05-08,Brazil,102605.0,5710.0,125218.0,8536.0,87597.0,9040,3,3,2,2,4,1,0
369,2020-05-09,Brazil,107169.0,6054.0,135106.0,9146.0,94376.0,9039,3,3,2,2,4,1,0
370,2020-05-10,Brazil,112667.0,6231.0,145328.0,9897.0,97742.0,9039,3,3,2,2,4,1,0
371,2020-05-11,Brazil,114256.0,6380.0,155939.0,10627.0,102210.0,9039,3,3,2,2,4,1,0
372,2020-05-12,Brazil,122131.0,6548.0,162699.0,11123.0,105617.0,9040,3,3,2,2,4,1,0
373,2020-05-13,Brazil,120678.0,6681.0,168331.0,11519.0,111713.0,9039,3,3,2,2,4,1,1
374,2020-05-14,Brazil,119594.0,6541.0,177589.0,12400.0,123686.0,9039,3,3,2,2,4,1,1
375,2020-05-15,Brazil,120242.0,6739.0,188974.0,13149.0,135321.0,9040,3,3,2,2,4,1,1
376,2020-05-16,Brazil,128151.0,6707.0,202918.0,13993.0,143839.0,9039,3,3,2,2,4,1,1
377,2020-05-17,Brazil,134276.0,6830.0,218223.0,14817.0,146958.0,9039,3,3,2,2,4,1,1
378,2020-05-18,Brazil,151042.0,6821.0,233142.0,15633.0,154909.0,9040,3,3,2,2,4,1,1
379,2020-05-19,Brazil,151638.0,6648.0,241080.0,16118.0,165091.0,9039,3,3,2,2,4,1,1
380,2020-05-20,Brazil,151549.0,6464.0,254220.0,16792.0,174896.0,9039,3,3,2,2,4,1,1
381,2020-05-21,Brazil,164161.0,6687.0,271628.0,17971.0,184127.0,9040,3,3,2,2,4,1,1
382,2020-05-22,Brazil,172195.0,6950.0,291579.0,18859.0,195460.0,9039,3,3,2,2,4,1,1
383,2020-05-23,Brazil,176703.0,7267.0,310087.0,20047.0,204811.0,9039,3,3,2,2,4,1,1
384,2020-05-24,Brazil,180605.0,7148.0,330890.0,21048.0,213300.0,9039,3,3,2,2,4,1,1
385,2020-05-25,Brazil,174406.0,7096.0,347398.0,22013.0,221065.0,9040,3,3,2,2,4,1,1
386,2020-05-26,Brazil,176909.0,7141.0,363211.0,22666.0,232629.0,9039,3,3,2,2,4,1,1
387,2020-05-27,Brazil,180965.0,7197.0,374898.0,23473.0,245174.0,9039,3,3,2,2,4,1,1
388,2020-05-28,Brazil,184120.0,7207.0,391222.0,24512.0,260634.0,9040,3,3,2,2,4,1,1
389,2020-05-29,Brazil,188400.0,7132.0,411821.0,25598.0,275690.0,9039,3,3,2,2,4,1,1
390,2020-05-30,Brazil,187887.0,6898.0,438238.0,26754.0,297548.0,31052,3,3,2,2,4,1,1
391,2020-05-31,Brazil,183039.0,6802.0,465166.0,27878.0,308294.0,31052,3,3,2,2,4,1,1
392,2020-06-01,Brazil,177668.0,6790.0,498440.0,28834.0,315367.0,31053,3,2,2,2,4,1,1
393,2020-06-02,Brazil,175866.0,6877.0,514849.0,29314.0,331745.0,31052,3,2,2,2,4,1,1
394,2020-06-03,Brazil,180859.0,6825.0,526447.0,29937.0,345399.0,31052,3,2,2,2,4,1,1
395,2020-06-04,Brazil,183686.0,6835.0,555383.0,31199.0,359978.0,31052,3,2,2,2,4,1,1
396,2020-06-05,Brazil,182961.0,6830.0,584016.0,32548.0,378831.0,31053,3,2,2,2,4,1,1
397,2020-06-06,Brazil,175314.0,6829.0,614941.0,34021.0,395697.0,31052,3,2,2,2,4,1,1
398,2020-06-07,Brazil,204103.0,7126.0,645771.0,35026.0,407806.0,31052,3,2,2,2,4,1,1
399,2020-06-08,Brazil,217065.0,7256.0,672846.0,35930.0,329155.0,31052,3,2,2,2,4,1,0
400,2020-06-09,Brazil,217414.0,7285.0,691758.0,36455.0,342766.0,31052,3,2,2,2,4,1,0
401,2020-06-10,Brazil,218199.0,7312.0,707412.0,37134.0,358500.0,31053,3,2,2,2,4,1,0
402,2020-06-11,Brazil,222717.0,7404.0,739503.0,38406.0,372863.0,31052,3,2,2,2,4,1,0
403,2020-06-12,Brazil,233254.0,7320.0,772416.0,39680.0,383687.0,31052,3,2,2,2,4,1,0
404,2020-06-13,Brazil,249972.0,7223.0,802828.0,40919.0,391078.0,31052,3,2,2,2,4,1,0
405,2020-06-14,Brazil,242061.0,7007.0,828810.0,41828.0,398483.0,31053,3,2,2,2,4,1,0
406,2020-06-15,Brazil,246088.0,7094.0,850514.0,42720.0,410562.0,31052,3,2,2,2,4,1,0
407,2020-06-16,Brazil,259105.0,7005.0,867624.0,43332.0,433184.0,31052,3,2,2,2,4,1,0
408,2020-06-17,Brazil,261725.0,7043.0,888271.0,43959.0,434331.0,31052,3,2,2,2,4,1,0
409,2020-06-18,Brazil,256135.0,6949.0,923189.0,45241.0,443562.0,31052,3,2,2,2,4,1,0
410,2020-06-19,Brazil,260122.0,6802.0,955377.0,46510.0,481282.0,31053,3,2,2,2,4,1,0
411,2020-06-20,Brazil,268744.0,6913.0,978142.0,47748.0,490800.0,31052,3,2,2,2,4,1,0
412,2020-06-21,Brazil,264107.0,7213.0,1032913.0,48954.0,495223.0,31052,3,2,2,2,4,1,0
413,2020-06-22,Brazil,263337.0,7195.0,1067579.0,49976.0,504734.0,31052,3,2,2,2,4,1,0
414,2020-06-23,Brazil,258912.0,7245.0,1085038.0,50617.0,517943.0,31052,3,2,2,2,4,1,0
415,2020-06-24,Brazil,255089.0,7173.0,1106470.0,51271.0,528162.0,31053,3,2,2,2,4,1,0
416,2020-06-25,Brazil,266548.0,7147.0,1145906.0,52645.0,548590.0,31052,3,2,2,2,4,1,0
417,2020-06-26,Brazil,264407.0,7332.0,1188631.0,53830.0,572575.0,31052,3,2,2,2,4,1,0
418,2020-06-27,Brazil,258921.0,7300.0,1228114.0,54971.0,585952.0,31052,3,2,2,2,4,1,0
419,2020-06-28,Brazil,261746.0,7224.0,1274974.0,55961.0,598125.0,31053,3,2,2,2,4,1,0
420,2020-06-29,Brazil,262846.0,7204.0,1313667.0,57070.0,610384.0,31052,3,2,2,2,4,1,0
421,2020-06-30,Brazil,261626.0,7233.0,1344143.0,57622.0,613723.0,31052,3,2,2,2,4,1,0
422,2020-07-01,Brazil,261683.0,7346.0,1368195.0,58314.0,631111.0,161388,3,2,2,2,4,1,0
423,2020-07-02,Brazil,258235.0,7392.0,1402041.0,59594.0,539166.0,161388,3,2,2,2,4,1,0
424,2020-07-03,Brazil,253588.0,7402.0,1448753.0,60632.0,554466.0,161388,3,3,2,2,4,1,0
425,2020-07-04,Brazil,256372.0,7504.0,1496858.0,61884.0,586273.0,161388,3,3,2,2,4,1,0
426,2020-07-05,Brazil,245501.0,7453.0,1539081.0,63174.0,574010.0,14226,3,3,2,2,4,1,0
427,2020-07-06,Brazil,235010.0,7303.0,1577004.0,64265.0,560742.0,14225,3,3,2,2,4,1,0
428,2020-07-07,Brazil,233708.0,7388.0,1603055.0,64867.0,561577.0,14226,3,3,2,2,4,1,0
429,2020-07-08,Brazil,233679.0,7287.0,1623284.0,65487.0,573316.0,14226,3,3,2,2,4,1,0
430,2020-07-09,Brazil,232830.0,7354.0,1668589.0,66741.0,584332.0,14226,3,3,2,2,4,1,0
431,2020-07-10,Brazil,260766.0,7405.0,1713160.0,67964.0,583466.0,14225,3,3,2,2,4,1,0
432,2020-07-11,Brazil,275324.0,7394.0,1755779.0,69184.0,595762.0,14226,3,3,2,2,4,1,0
433,2020-07-12,Brazil,297038.0,7387.0,1800827.0,70398.0,599838.0,31275,3,3,2,2,4,1,0
434,2020-07-13,Brazil,319653.0,7677.0,1839850.0,71469.0,593716.0,31275,3,3,2,2,4,1,0
435,2020-07-14,Brazil,320702.0,7516.0,1864681.0,72100.0,603399.0,31275,3,3,2,2,4,1,0
436,2020-07-15,Brazil,323729.0,7498.0,1884967.0,72833.0,616650.0,31275,3,3,2,2,4,1,0
437,2020-07-16,Brazil,323537.0,7052.0,1926824.0,74133.0,614620.0,31275,3,3,2,2,4,1,0
438,2020-07-17,Brazil,324751.0,7363.0,1966748.0,75366.0,617808.0,31274,3,3,2,2,4,1,0
439,2020-07-18,Brazil,322627.0,7181.0,2012151.0,76688.0,627452.0,31275,3,3,2,2,4,1,0
440,2020-07-19,Brazil,319119.0,7237.0,2046328.0,77851.0,639317.0,31275,3,3,2,2,4,1,0
441,2020-07-20,Brazil,313364.0,7114.0,2074860.0,78772.0,604346.0,31275,3,3,2,2,4,1,0
442,2020-07-21,Brazil,314586.0,7100.0,2098389.0,79488.0,604315.0,31275,3,3,2,2,4,1,0
443,2020-07-22,Brazil,307943.0,7047.0,2118646.0,80120.0,635539.0,35594,3,3,2,2,4,1,0
444,2020-07-23,Brazil,318730.0,7280.0,2159654.0,81487.0,667162.0,35594,3,3,2,2,4,1,0
445,2020-07-24,Brazil,306808.0,7122.0,2227514.0,82771.0,650152.0,35593,3,3,2,2,4,1,0
446,2020-07-25,Brazil,302110.0,7230.0,2287475.0,84082.0,609154.0,35594,3,3,2,2,4,1,0
447,2020-07-26,Brazil,299957.0,7097.0,2343366.0,85238.0,606178.0,79655,3,3,2,2,4,1,0
448,2020-07-27,Brazil,304535.0,6914.0,2394513.0,86449.0,595734.0,79655,3,3,2,2,4,1,0
449,2020-07-28,Brazil,301745.0,6945.0,2419091.0,87004.0,614442.0,79655,3,3,2,2,4,1,0
450,2020-07-29,Brazil,307152.0,7087.0,2442375.0,87618.0,629463.0,79655,3,3,2,2,1,1,0
451,2020-07-30,Brazil,307709.0,7207.0,2483191.0,88539.0,653295.0,79655,3,3,2,2,1,1,0
452,2020-07-31,Brazil,305712.0,6945.0,2552265.0,90134.0,653631.0,79655,3,3,2,2,1,1,0
453,2020-08-01,Brazil,312664.0,6970.0,2610102.0,91263.0,669895.0,79655,3,3,2,2,1,1,0
454,2020-08-02,Brazil,313078.0,6951.0,2662485.0,92475.0,670801.0,79655,3,3,2,2,1,1,0
455,2020-08-03,Brazil,304684.0,6755.0,2707877.0,93563.0,651342.0,82359,3,3,2,2,1,1,0
456,2020-08-04,Brazil,304775.0,6803.0,2733677.0,94104.0,644437.0,82359,3,3,2,2,1,1,0
457,2020-08-05,Brazil,302100.0,6784.0,2750318.0,94665.0,668712.0,82360,3,3,2,2,1,1,0
458,2020-08-06,Brazil,297724.0,6862.0,2801921.0,95819.0,681670.0,82359,3,3,2,2,1,1,0
459,2020-08-07,Brazil,291867.0,6899.0,2859073.0,97256.0,690143.0,82359,3,3,2,2,1,1,0
460,2020-08-08,Brazil,277099.0,6841.0,2912212.0,98493.0,690875.0,82359,3,3,2,2,1,1,0
461,2020-08-09,Brazil,256810.0,6835.0,2962442.0,99572.0,678439.0,48904,3,3,2,2,1,1,0
462,2020-08-10,Brazil,265266.0,7018.0,3012412.0,100477.0,666640.0,48905,3,3,2,2,1,1,0
463,2020-08-11,Brazil,265586.0,6892.0,3035422.0,101049.0,660292.0,48904,3,3,2,2,1,1,0
464,2020-08-12,Brazil,263291.0,6773.0,3057470.0,101752.0,658557.0,48904,3,3,2,2,1,1,0
465,2020-08-13,Brazil,262641.0,6692.0,3109630.0,103026.0,703776.0,48904,3,3,2,2,1,1,0
466,2020-08-14,Brazil,260504.0,6565.0,3164785.0,104201.0,658539.0,48905,3,3,2,2,1,1,0
467,2020-08-15,Brazil,259416.0,6345.0,3224876.0,105463.0,694218.0,48904,3,3,2,2,1,1,0
468,2020-08-16,Brazil,272473.0,6146.0,3275520.0,106523.0,685180.0,92185,3,3,2,2,1,1,0
469,2020-08-17,Brazil,263791.0,6212.0,3317096.0,107232.0,660490.0,92185,3,3,2,2,1,1,0
470,2020-08-18,Brazil,256528.0,6084.0,3340197.0,107852.0,656108.0,92185,3,3,2,2,1,1,0
471,2020-08-19,Brazil,285411.0,6072.0,3359570.0,108536.0,654721.0,92186,3,3,2,2,1,1,0
472,2020-08-20,Brazil,280936.0,6016.0,3407354.0,109888.0,657657.0,92185,3,3,2,2,1,1,0
473,2020-08-21,Brazil,280709.0,6115.0,3456652.0,111100.0,676772.0,92185,3,3,2,2,1,1,0
474,2020-08-22,Brazil,280247.0,5965.0,3501975.0,112304.0,668396.0,92185,3,3,2,2,1,1,0
475,2020-08-23,Brazil,288029.0,6017.0,3532330.0,113358.0,657999.0,42867,3,3,2,2,1,1,0
476,2020-08-24,Brazil,276847.0,5741.0,3582362.0,114250.0,646605.0,42867,3,3,2,3,1,1,0
477,2020-08-25,Brazil,275210.0,5822.0,3605783.0,114744.0,637444.0,42867,3,3,2,3,1,1,0
478,2020-08-26,Brazil,239522.0,5579.0,3622861.0,115309.0,634709.0,42867,3,3,2,3,1,1,0
479,2020-08-27,Brazil,211142.0,4868.0,3669995.0,116580.0,638545.0,42867,3,3,2,3,1,1,0
480,2020-08-28,Brazil,200024.0,4759.0,3717156.0,117665.0,646020.0,42867,3,3,2,3,1,1,0
481,2020-08-29,Brazil,196808.0,4908.0,3761391.0,118649.0,643968.0,42867,3,3,2,3,1,1,0
482,2020-08-30,Brazil,189332.0,4875.0,3804803.0,119504.0,624696.0,42867,3,3,2,3,1,1,0
483,2020-08-31,Brazil,192687.0,5007.0,3846153.0,120462.0,639681.0,42867,3,3,2,2,1,1,0
484,2020-01-03,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
485,2020-01-04,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
486,2020-01-05,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
487,2020-01-06,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
488,2020-01-07,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
489,2020-01-08,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
490,2020-01-09,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
491,2020-01-10,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
492,2020-01-11,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
493,2020-01-12,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
494,2020-01-13,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
495,2020-01-14,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
496,2020-01-15,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
497,2020-01-16,India,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
498,2020-01-17,India,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
499,2020-01-18,India,5.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
500,2020-01-19,India,6.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
501,2020-01-20,India,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
502,2020-01-21,India,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
503,2020-01-22,India,7.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
504,2020-01-23,India,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
505,2020-01-24,India,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
506,2020-01-25,India,2.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
507,2020-01-26,India,1.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0
508,2020-01-27,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0
509,2020-01-28,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0
510,2020-01-29,India,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0
511,2020-01-30,India,0.0,0.0,5.0,0.0,1.0,148,0,0,0,1,1,0,0
512,2020-01-31,India,0.0,0.0,5.0,0.0,1.0,147,0,0,0,1,1,0,0
513,2020-02-01,India,0.0,0.0,5.0,0.0,1.0,148,0,0,0,1,1,0,0
514,2020-02-02,India,0.0,0.0,6.0,0.0,2.0,148,0,0,0,1,1,0,0
515,2020-02-03,India,0.0,0.0,7.0,0.0,3.0,148,0,0,0,1,1,0,0
516,2020-02-04,India,0.0,0.0,7.0,0.0,3.0,147,0,0,0,1,1,0,0
517,2020-02-05,India,0.0,0.0,7.0,0.0,3.0,148,0,0,0,1,1,0,0
518,2020-02-06,India,0.0,0.0,7.0,0.0,3.0,148,0,0,0,1,1,0,0
519,2020-02-07,India,0.0,0.0,7.0,0.0,3.0,148,0,0,0,1,1,0,0
520,2020-02-08,India,0.0,0.0,7.0,0.0,3.0,147,0,0,0,1,1,0,0
521,2020-02-09,India,0.0,0.0,7.0,0.0,3.0,148,0,0,0,1,1,0,0
